county,coordinates,percpopbroad,percpopwobroad,pctdsgt15000kandlt25000k_hi,pctdsgt25000kandlt50000k_hi,pctdsgt50000kandlt100000k_hi,pctdsgt100000kandlt1gig_hi,pctdsgt1gig_hi,dsgteq25,usgteq3,povpct,unemployment,,,,,,
Cedar County,  (-93.85592540949649 37.723501477537376),63,37,37,31.1,0,31.9,0,63,63,21.4,6.1,,,,,,
Smith County,  (-89.50664425655894 32.017928606184654),5.8,94.2,94.2,0,5.8,0,0,5.8,100,20.8,7.9,,,,,,
Chickasaw County,  (-92.31766908561744 43.06009651794884),73.5,26.5,26.5,20.6,13.6,39.3,0,73.5,77,9.8,4.7,,,,,,
Warren County,  (-90.61478203292013 40.84888704283984),56.5,43.5,41.8,1.7,0.8,55.7,0,58.2,100,13.5,7.9,,,,,,
Elko County,  (-115.35788386587589 41.14601582583397),10.3,89.7,89.7,0.5,9.6,0,0.1,10.3,100,10.8,5.9,,,,,,
Lewis County,  (-83.37804652410853 38.53155019262156),86.5,13.5,13.5,71.1,15.4,0,0,86.5,100,34.4,12.2,,,,,,
Union County,  (-89.25435617220661 37.47114081646024),31.8,68.2,68.2,9.5,9.3,13,0,31.8,100,17.9,11.4,,,,,,
Chester County,  (-75.74843926233358 39.97329797717295),98.7,1.3,1.3,0.1,0,95.7,2.9,98.7,98.7,7.3,5.8,,,,,,
Frederick County,  (-77.39780739592109 39.47206919645056),93.2,6.8,6.8,0,0.1,93,0,93.2,100,6.5,5.7,,,,,,
Cole County,  (-92.28161601261083 38.50579586800337),76.7,23.3,18.1,5.6,0.8,51.4,24,81.9,82,13.3,5.2,,,,,,
Wolfe County,  (-83.49332408639819 37.739067864149845),100,0,0,0,100,0,0,100,100,36.2,13,,,,,,
Gallatin County,  (-88.23082015596795 37.762537107542684),60.3,39.7,39.7,59.8,0,0.4,0,60.3,100,17.5,10,,,,,,
Chatham County,  (-81.13247731684473 32.00445256441139),94.6,5.4,5.4,0,0,94.6,0,94.6,100,17.9,7.7,,,,,,
Aurora County,  (-98.56175095610165 43.71808750166187),87.7,12.3,12.3,52.2,35,0.5,0,87.7,87.7,10.8,2.9,,,,,,
Red River County,  (-95.0496641584813 33.620991758330554),77.6,22.4,22.4,27.2,46.4,0,4,77.6,77.6,20.1,9.8,,,,,,
Yolo County,  (-121.90151180300742 38.686489407384215),88.2,11.8,11.8,0.9,0,87.2,0,88.2,88.3,19.5,9.4,,,,,,
Cheshire County,  (-72.2511137071742 42.91955278237495),68.7,31.3,31.3,0,45.5,23.2,0,68.7,70.6,11.8,5.1,,,,,,
Franklin County,  (-87.84328300471503 34.4423813529792),67.3,32.7,32,0.7,8.9,58.4,0,68,100,23.1,7.7,,,,,,
Grimes County,  (-95.98558082275294 30.54370660299953),20.9,79.1,46.3,49.8,0,0.4,3.5,53.7,49.9,18.6,6,,,,,,
Sanpete County,  (-111.57638520276289 39.37372604851949),76.2,23.8,23.8,0,76.2,0,0,76.2,100,17.1,5.8,,,,,,
Twiggs County,  (-83.42729345428114 32.66724559462094),55.6,44.4,44.4,50.7,0,4.8,0,55.6,100,28.1,11,,,,,,
Lee County,  (-79.17158398312692 35.475156261577794),98.6,1.4,1.4,3.3,0.2,95,0,98.6,100,18.5,10.3,,,,,,
Collier County,  (-81.34769003300454 26.110693609367473),97,3,2.1,1,0.3,92.3,4.3,97.9,97,14.3,6.9,,,,,,
Dewey County,  (-99.0064712060555 35.98768882174068),22.3,77.7,72.6,5.1,22.3,0,0,27.4,22.3,12.4,2.9,,,,,,
Adams County,  (-77.21807609027452 39.87146641329251),89.8,10.2,7.7,2.6,0,89.7,0,92.3,89.8,10.8,5.9,,,,,,
Richmond County,  (-79.74711644005224 35.005906293721544),92.9,7.1,7.1,0.1,92.8,0,0,92.9,100,24.7,10.8,,,,,,
Franklin County,  (-78.28534159953972 36.08251636521296),85.1,14.9,11.7,3.6,81.1,0,3.5,88.3,100,15.4,7.4,,,,,,
Lincoln County,  (-86.58840969474014 35.140530224672055),71,29,29,0.1,0,70.8,0,71,100,16.5,5.8,,,,,,
Ottawa County,  (-94.81058916960153 36.83587795789309),63.2,36.8,36.7,0.9,57.1,5.4,0,63.3,87,22.1,6.4,,,,,,
Van Buren County,  (-92.51610324087966 35.58054666722087),40.4,59.6,59.6,13.4,27,0,0,40.4,100,22,9.1,,,,,,
Appanoose County,  (-92.86861173556022 40.74323978882091),84.6,15.4,15.4,26,0.2,58.4,0,84.6,84.9,17.5,6.4,,,,,,
Hood River County,  (-121.65128918650502 45.51931998823114),58,42,28.8,13.2,0,58,0,71.2,94.2,14.6,6.1,,,,,,
Waller County,  (-95.98754905604167 30.01059467042903),4.1,95.9,95.7,0.3,0,3.4,0.6,4.3,4.9,16.1,6.4,,,,,,
Houston County,  (-87.71768094604728 36.28616630571841),1.4,98.6,98.6,0,0,1.4,0,1.4,100,19.1,9.7,,,,,,
Multnomah County,  (-122.4157428629303 45.54693681295637),97.5,2.5,2.5,0.1,0.3,89.9,7.2,97.5,97.7,18.6,6.9,,,,,,
Chesterfield County,  (-80.15867355854625 34.63979804113247),35,65,65,0.2,34.9,0,0,35,100,26.4,10,,,,,,
Humphreys County,  (-90.526847831904 33.128569979077724),0,100,100,0,0,0,0,0,100,40.3,14.2,,,,,,
Webster County,  (-89.28510404016599 33.613263851369055),11,89,89,0,11,0,0,11,100,22.1,12.1,,,,,,
Fallon County,  (-104.41751499729573 46.33430539767423),0,100,100,0,0,0,0,0,100,8,2,,,,,,
Macon County,  (-83.42232407534586 35.150575332833014),49.5,50.5,50.3,0.2,0,0.9,48.6,49.7,100,18.1,9,,,,,,
Latimer County,  (-95.25098994741556 34.87639948280004),1.7,98.3,98.3,0,1.7,0,0,1.7,10.5,20.7,9.6,,,,,,
Fairfax County,  (-77.2765101713284 38.836207913670286),98.1,1.9,1.9,0,0,98.1,0,98.1,100,6.7,4.3,,,,,,
Winkler County,  (-103.04844895769463 31.8500003882471),14.2,85.8,85.8,0,0,10.4,3.9,14.2,14.2,13.5,4.4,,,,,,
Wyandot County,  (-83.30426629691246 40.842366994624506),68.6,31.4,31.4,0,68.2,0.4,0,68.6,68.6,10,7,,,,,,
Dougherty County,  (-84.21604917520786 31.533294763529142),96.4,3.6,3.6,0,0,96.4,0,96.4,100,31.7,9.8,,,,,,
Vinton County,  (-82.48545415291322 39.25106486108396),38.8,61.2,61.2,0,38.8,0,0,38.8,38.8,23.7,10.6,,,,,,
Aiken County,  (-81.63493042165639 33.544094997897744),88.3,11.7,11.7,0.1,0,88.2,0,88.3,100,16.6,7.5,,,,,,
Daniels County,  (-105.54864876228726 48.7837780432904),100,0,0,100,0,0,0,100,100,10.8,4.4,,,,,,
Lawrence County,  (-91.10704969783075 36.04103952022771),43.8,56.2,49.9,6.3,0,37.1,6.7,50.1,100,23,9.2,,,,,,
Dolores County,  (-108.51738858758573 37.752084724435974),13,87,87,0,0,13,0,13,13,15.4,7.6,,,,,,
Galveston County,  (-94.95985195308414 29.38950250485637),93.8,6.2,6.2,0,0,88.9,4.8,93.8,93.8,14.3,6.8,,,,,,
Sarpy County,  (-96.11218009086461 41.11287068347887),95.5,4.5,4.3,0.5,0.2,88,7,95.7,98.4,5.3,4,,,,,,
Gates County,  (-76.7004630544359 36.44475496694699),0,100,89.2,10.8,0,0,0,10.8,100,15.6,7.3,,,,,,
Kandiyohi County,  (-95.00576302151086 45.15252303524944),77.1,22.9,22.9,0.4,0,76.7,0,77.1,77.6,11.5,4.6,,,,,,
Calhoun County,  (-80.78101990683577 33.674828692172724),74.8,25.2,25.2,51.6,23.2,0.1,0,74.8,100,19.3,9.1,,,,,,
Carbon County,  (-110.58911551446887 39.64773138151676),94.7,5.3,5.3,30.4,0,0.5,63.9,94.7,100,15.7,5.9,,,,,,
St. Clair County,  (-82.68083292010542 42.9318885504171),79.6,20.4,20.4,0.5,0,78.4,0.6,79.6,79.6,13.8,10.6,,,,,,
Clayton County,  (-84.35751270961937 33.540439348384666),97.7,2.3,2.3,0,0,97.6,0,97.7,100,22.9,9.9,,,,,,
Carbon County,  (-75.70851104617206 40.91846484318616),96.9,3.1,3.1,0,7.7,0,89.2,96.9,96.9,13,9.1,,,,,,
Broomfield County,  (-105.05326513811306 39.953439087167006),95.5,4.5,4.5,0.3,0.8,92.6,1.8,95.5,95.8,4,6.1,,,,,,
Polk County,  (-97.5682522589101 41.18687054824708),64.7,35.3,18.5,43.8,37.6,0,0,81.5,68.6,8,3.3,,,,,,
Grundy County,  (-88.4189132808348 41.28560379594354),81,19,19,0.1,0,80.9,0,81,100,8.5,10.9,,,,,,
Estill County,  (-83.96441737122524 37.69253570233467),93.2,6.8,6.8,91.7,0,0,1.5,93.2,100,29.8,8.7,,,,,,
Izard County,  (-91.91279069224464 36.095265647757785),0,100,76.1,23.9,0,0,0,23.9,100,22,8.9,,,,,,
Lewis County,  (-122.39334414465743 46.57770708583113),72.2,27.8,25.5,3.7,0.3,35.8,34.7,74.5,72.2,17.1,11.2,,,,,,
Big Stone County,  (-96.41134504569666 45.42651258697815),59.7,40.3,40.3,0,0,59.7,0,59.7,74.2,12.8,5.1,,,,,,
Mercer County,  (-84.62929782605141 40.540307707205976),83.9,16.1,16.1,0,80.1,3.8,0,83.9,83.9,8.9,4.5,,,,,,
Queens County,  (-73.81734511065405 40.70829858879133),100,0,0,0,0,92.3,7.7,100,100,15.4,7.8,,,,,,
Belmont County,  (-80.9886199773303 40.01576203408603),82.5,17.5,17.5,5.1,0,77.4,0,82.5,82.6,16.1,7.5,,,,,,
Pickens County,  (-88.08923503765489 33.28058297586076),2,98,93.2,4.8,0,2,0,6.8,100,25,8,,,,,,
Norfolk city,  (-76.25967731452707 36.89479704320863),95.4,4.6,4.6,0,0,95.4,0,95.4,100,23.4,7,,,,,,
Pulaski County,  (-92.31191414041889 34.76993890616478),95.3,4.7,4.6,0.3,0.1,94.4,0.5,95.4,100,16.1,6.9,,,,,,
Washington County,  (-97.08751558175642 39.78417855286382),33.8,66.2,66.2,0,0,33.8,0,33.8,33.8,10.8,3.7,,,,,,
Treutlen County,  (-82.56783271130406 32.40331610800643),1.2,98.8,98.8,0,0,1.2,0,1.2,100,27.1,13,,,,,,
Payette County,  (-116.76043092128438 44.007141367821056),81,19,18.9,0.7,72.4,8,0,81.1,100,14.2,7.2,,,,,,
Benton County,  (-119.5113334914174 46.23976030620864),100,0,0,1.8,0,98.1,0.2,100,100,14.6,8.3,,,,,,
Bonner County,  (-116.60099284278256 48.29968959531566),33,67,67,32.4,0,0,0.6,33,100,16.2,8.6,,,,,,
Natchitoches Parish,  (-93.09649471463372 31.723730647419874),58.3,41.7,41.7,0,0,40.1,18.2,58.3,100,31.1,7.6,,,,,,
San Saba County,  (-98.81731955499205 31.155021152673033),33.5,66.5,66.5,0,0,32.3,1.2,33.5,33.5,20.3,7.3,,,,,,
Wilkinson County,  (-91.31147679512561 31.16072415012379),0,100,100,0,0,0,0,0,100,32.5,11.1,,,,,,
San Miguel County,  (-104.81562916942019 35.48004638999317),18,82,80.4,6,3.1,10.6,0,19.6,100,25.5,6.8,,,,,,
McPherson County,  (-97.64761598092741 38.39187086670908),61.1,38.9,38.9,0.3,0.7,60.2,0,61.1,84.1,8.8,3.9,,,,,,
Silver Bow County,  (-112.6566556287389 45.9023411442891),89.3,10.7,10.6,87.3,0.7,1.5,0,89.4,100,19.5,5.5,,,,,,
Tyler County,  (-94.37649280760778 30.77118478356907),6.8,93.2,93.2,6.5,0.3,0,0,6.8,11.1,19.3,9.7,,,,,,
Grays Harbor County,  (-123.7730480227126 47.1497100391144),88.9,11.1,10.4,11.1,0,77.5,0.9,89.6,88.9,19.6,11.8,,,,,,
San Miguel County,  (-108.40580600827587 38.00399366641674),60.8,39.2,39.1,36.7,0.8,23.5,0,60.9,73.9,9.9,6.3,,,,,,
Jackson County,  (-83.1411107425941 35.28733907577556),33.3,66.7,66.7,0,0,0,33.2,33.3,100,23.5,7.4,,,,,,
Perquimans County,  (-76.43950489691898 36.205084957837755),80,20,16.6,3.3,0.1,80,0,83.4,100,17.1,9.2,,,,,,
Portsmouth city,  (-76.35396761120494 36.84646209445496),98.7,1.3,1.3,0,0,98.7,0,98.7,100,18.3,7.5,,,,,,
Carter County,  (-97.28589217854241 34.25090173422831),72.6,27.4,27.4,1.1,71.2,0,0.3,72.6,72.7,16.5,4.1,,,,,,
Lyon County,  (-119.18869543124767 39.01991047384893),78.3,21.7,21.7,0,0,78.3,0,78.3,100,13.7,13.4,,,,,,
Osage County,  (-91.86178101352453 38.46015851996468),0.3,99.7,99.7,0,0,0.3,0,0.3,56.2,10.2,4.9,,,,,,
Chisago County,  (-92.90829766510065 45.502411104918636),70.2,29.8,29.7,0.9,0.4,69,0,70.3,73.6,6.2,6,,,,,,
Stone County,  (-89.11764243522386 30.790041301442592),41.1,58.9,58.9,0.3,0,40.8,0,41.1,100,19.5,7.6,,,,,,
Rockingham County,  (-78.87581608986727 38.51221006857085),82.8,17.2,17.2,0,0,82.8,0,82.8,100,11.7,4.8,,,,,,
Franklin County,  (-93.89070915540495 35.51229967979316),8.1,91.9,46.3,51.5,0,0.1,2.1,53.7,100,17.5,7,,,,,,
Morris County,  (-96.64983521336173 38.68742242408528),0,100,100,0,0,0,0,0,0,12.5,6,,,,,,
St. Clair County,  (-89.92848247572594 38.47032229606407),97.1,2.9,2.9,5.3,0.6,91.3,0,97.1,100,19.1,9.5,,,,,,
Mahoning County,  (-80.77637109670074 41.01467606523738),97.4,2.6,2.5,0.1,35.2,62.3,0,97.5,97.4,18.9,8.3,,,,,,
Genesee County,  (-78.1940781943714 43.00056703278087),96.2,3.8,3.8,0,65.7,0,30.5,96.2,96.2,12,6.7,,,,,,
Wilkes County,  (-81.16305367272727 36.206176987483666),99.4,0.6,0.6,0,2.4,32.5,64.6,99.4,100,23.4,9.3,,,,,,
Gaines County,  (-102.6353739022355 32.74057746362758),63.1,36.9,36.9,1.9,2.7,58.5,0,63.1,95.6,14,4.6,,,,,,
Sequoyah County,  (-94.75507825444585 35.49549888488772),31.9,68.1,68.1,4.1,5,21.6,1.3,31.9,31.9,27.9,8.9,,,,,,
Thurston County,  (-122.8330653696256 46.92672896127139),94.4,5.6,5.5,0.3,0.9,90.8,2.4,94.5,94.4,11.9,7,,,,,,
Green County,  (-85.55273508461471 37.26369626549956),89.7,10.3,10.3,89,0,0.7,0,89.7,100,21.5,8.2,,,,,,
Madison County,  (-84.27808892763038 37.71989076226881),95,5,5,2.3,92.7,0,0,95,100,19.7,6.8,,,,,,
Allen County,  (-84.10584177398644 40.771517163375336),95.3,4.7,4.3,0.5,95.2,0,0,95.7,96.5,18,7.9,,,,,,
Brantley County,  (-81.98175206911552 31.197142961858745),99,1,1,87.1,0,11.9,0,99,100,21.7,9.5,,,,,,
Monroe County,  (-84.25271451240398 35.44293342547094),64.9,35.1,35.1,3.9,0,61.1,0,64.9,100,20.6,10.7,,,,,,
Hall County,  (-83.81983800160566 34.31734175609523),96.5,3.5,3.5,0.1,0,96.4,0,96.5,100,16.8,6.6,,,,,,
Walker County,  (-95.57247928002455 30.73883544120409),51.5,48.5,48.5,2.3,31.9,0,17.3,51.5,99.7,26.3,6.4,,,,,,
Monmouth County,  (-74.22051127845533 40.26068119864465),99.5,0.5,0.5,0,0,99.5,0,99.5,99.5,8.2,7.5,,,,,,
Phillips County,  (-102.3573987239647 40.59394842405037),68.9,31.1,31.1,15,0,53.9,0,68.9,69.3,11.5,4.1,,,,,,
Lafayette County,  (-93.78557050360307 39.06555761172001),22.1,77.9,77.9,0,0,19.9,2.2,22.1,22.1,13.4,6.6,,,,,,
Franklin County,  (-90.8983387332116 31.47675129492243),19.5,80.5,80.5,0,19.5,0,0,19.5,100,20.5,9.4,,,,,,
Mitchell County,  (-82.16391397811957 36.0132416242038),87.3,12.7,12.7,0,0,87.3,0,87.3,100,19.2,10.6,,,,,,
Highlands County,  (-81.34078347279389 27.34288549687433),82.3,17.7,10.2,8.8,0.8,80.1,0,89.8,99,19.5,8.3,,,,,,
Lake County,  (-91.44445825949792 47.64037176863515),63.1,36.9,36.5,2.4,0,61.1,0,63.5,79.6,10.5,5.8,,,,,,
Wayne County,  (-90.4614450806835 37.112621972851734),18.8,81.2,81.2,18.8,0,0,0,18.8,18.8,26.4,7.5,,,,,,
Calhoun County,  (-96.60474133559163 28.503495987673727),85.4,14.6,14.6,12.9,72.4,0,0.1,85.4,85.4,17.3,6.3,,,,,,
Stanly County,  (-80.25088953827454 35.311738415792036),99.6,0.4,0.4,3.7,95.9,0,0,99.6,100,16.5,7.8,,,,,,
Kingfisher County,  (-97.94153042005756 35.945357216957525),57,43,26.3,16.7,46.9,10.1,0,73.7,61.6,10,3.3,,,,,,
Logan County,  (-89.3677524421809 40.12467468542169),62.3,37.7,37.7,0,0,62.3,0,62.3,100,12.6,8.8,,,,,,
St. Clair County,  (-93.77593288752442 38.03729131894373),0,100,100,0,0,0,0,0,0,21.7,7.5,,,,,,
Columbus County,  (-78.65514472321667 34.26573301431368),79.2,20.8,19.2,1.7,62.3,0,16.9,80.8,100,24.3,10.3,,,,,,
Carroll County,  (-93.50521161363959 39.42694823344164),52.6,47.4,47.4,0,0,52.6,0,52.6,65.6,16.5,6.5,,,,,,
Davie County,  (-80.54428142479345 35.92957296509181),99.8,0.2,0.2,0,99.8,0,0,99.8,100,13.8,7.5,,,,,,
Marengo County,  (-87.7892094638509 32.2479491498277),9.9,90.1,69.2,20.9,0,9.9,0,30.8,100,25.6,8.1,,,,,,
Ottawa County,  (-83.10923871840224 41.537055401460584),87.7,12.3,12.3,0,87.4,0.3,0,87.7,87.7,10.1,10,,,,,,
Humphreys County,  (-87.77571311941166 36.04110956806709),38.6,61.4,61.4,6.4,0,32.1,0,38.6,100,17.6,8.8,,,,,,
Shiawassee County,  (-84.14662058149034 42.95402135300372),77.2,22.8,22.8,8.3,3.2,38.4,27.3,77.2,96.5,15.3,9.7,,,,,,
Golden Valley County,  (-109.17496723414492 46.381145826510284),0.2,99.8,99.8,0,0.2,0,0,0.2,100,20.1,4.2,,,,,,
Canadian County,  (-97.98241217738106 35.54233820836521),83.4,16.6,16.2,1.1,0.7,81.9,0,83.8,85.8,7.7,4.6,,,,,,
Warren County,  (-91.16024978312628 38.76446133109786),64.5,35.5,35.2,0.4,0,64.5,0,64.8,68.9,12.8,6.9,,,,,,
Arapahoe County,  (-104.3385010628298 39.64991899672735),97.6,2.4,2.2,0.9,0.3,95.8,0.7,97.8,97.9,11.2,6.5,,,,,,
Bayfield County,  (-91.20077483957465 46.5241828366457),82.5,17.5,17.3,0.2,0,39.5,43,82.7,100,13.6,10.2,,,,,,
Isle of Wight County,  (-76.72465523276404 36.89191764953465),95,5,5,6.1,0,88.9,0,95,100,10.2,5.6,,,,,,
Brooks County,  (-83.57966245234637 30.84191162160323),89.1,10.9,10.9,32.2,0,56.9,0,89.1,100,28.8,7.8,,,,,,
Addison County,  (-73.14089327231984 44.03090071620092),77.2,22.8,22.8,0,6.8,70.4,0,77.2,100,9.5,4.1,,,,,,
Manassas Park city,  (-77.44401093643593 38.77044230242415),99,1,1,0,0,99,0,99,100,8.9,4.7,,,,,,
Marshall County,  (-96.36929539536835 48.35830232006087),23.2,76.8,76.8,1,0,22.1,0.1,23.2,43.9,9.6,7.3,,,,,,
Coos County,  (-124.05958711940983 43.17396578832726),89.4,10.6,10.6,0,0,89.4,0,89.4,89.4,19.8,9.9,,,,,,
Cass County,  (-94.32573064957636 46.94877115177691),63.9,36.1,35.2,6.8,7.5,48,2.4,64.8,67.1,15.7,8.1,,,,,,
Faribault County,  (-93.94781493032313 43.67387282448947),64.6,35.4,35.4,24.6,12.2,27.9,0,64.6,64.8,13.5,5.6,,,,,,
Washington County,  (-71.6232812786916 41.46943508792648),97.1,2.9,2.9,0,0,97.1,0,97.1,100,10.4,8.1,,,,,,
Sharp County,  (-91.4792835144537 36.16124847023925),32.9,67.1,51.3,15.8,0,32.9,0,48.7,100,21.6,10.3,,,,,,
Ottawa County,  (-97.65020313261861 39.132374081593255),81.2,18.8,18.8,0,26.8,54.3,0,81.2,81.2,10.4,4.5,,,,,,
Schleicher County,  (-100.53848765374366 30.89734894820387),0,100,100,0,0,0,0,0,100,13.6,3.9,,,,,,
Knox County,  (-82.42287375269525 40.3990235114957),74.6,25.4,23,2.9,74.2,0,0,77,74.6,15.1,6.7,,,,,,
Jones County,  (-99.87871324191572 32.74009270477497),1.5,98.5,98.5,1.3,0,0,0.2,1.5,45,23.4,6.2,,,,,,
Coffee County,  (-86.07559708814297 35.49021487132243),83.9,16.1,16.1,0,0,83.8,0,83.9,100,16.8,7.3,,,,,,
Page County,  (-95.15010030960013 40.73917437266887),80.6,19.4,19.4,7.7,0,68.9,4,80.6,82.9,14.6,5,,,,,,
Pawnee County,  (-96.69954972948057 36.31680135018872),0,100,100,0,0,0,0,0,55.1,15.4,6.2,,,,,,
Jasper County,  (-88.15377893732808 39.010616414844826),12.4,87.6,87.6,8.5,2.6,1.3,0,12.4,100,11,8.7,,,,,,
Dewey County,  (-100.87169928724076 45.15658383912529),1.1,98.9,98.9,1.1,0,0,0,1.1,2.5,27.2,13.3,,,,,,
Switzerland County,  (-85.03658908661282 38.826310805966436),18.4,81.6,71.2,10.4,18.4,0,0,28.8,100,17.4,6.5,,,,,,
Humboldt County,  (-123.87552583826438 40.699401151101924),79.2,20.8,20.8,0,52,0,27.2,79.2,79.2,21,8.8,,,,,,
Surry County,  (-80.68725837803899 36.41459622646039),95.4,4.6,4.6,0,93.3,2.1,0,95.4,100,18.9,8.6,,,,,,
Winona County,  (-91.77934467307931 43.98683745655111),84.6,15.4,15.4,0,0,84.6,0,84.6,95.9,15.8,4.6,,,,,,
Merrick County,  (-98.03760528763044 41.16916952490726),58.3,41.7,0,41.7,48.1,5.5,4.6,100,67.5,10.4,3.7,,,,,,
Ellis County,  (-96.79470819373098 32.3488000660548),100,0,0,0,65.9,34.1,0,100,100,11,6.3,,,,,,
Kenosha County,  (-88.04209554557576 42.5765917172912),98.5,1.5,1.5,0,93.4,5.1,0,98.5,100,15.4,7.9,,,,,,
Palo Alto County,  (-94.67824620957559 43.081938487861535),52.6,47.4,47.2,6.4,0,46.4,0,52.8,77.2,11.5,3.5,,,,,,
Wilcox County,  (-87.30786547406379 31.98928301403653),31.6,68.4,49.1,19.3,0,31.6,0,50.9,100,33.7,15.6,,,,,,
Iosco County,  (-83.6366900239893 44.3557854234441),76.2,23.8,21.3,3.3,0,75.5,0,78.7,76.2,19,12.4,,,,,,
Clark County,  (-87.78786170150495 39.334023205652414),61.2,38.8,38.8,0,0,61.2,0,61.2,100,13.9,10.1,,,,,,
Webb County,  (-99.33173804326862 27.761032241349323),98.1,1.9,1.9,97.6,0,0,0.5,98.1,98.1,32.3,6.7,,,,,,
Otero County,  (-105.74174409282398 32.613231634319376),70.1,29.9,28.1,5.1,1.6,65.2,0,71.9,100,20.2,6.2,,,,,,
Tallahatchie County,  (-90.17334129329032 33.95061391442991),56.1,43.9,43.9,0,56.1,0,0,56.1,100,37.4,11.3,,,,,,
Tillman County,  (-98.92460698163332 34.37312737143272),83.1,16.9,10.2,6.7,37.6,45.5,0,89.8,84.3,23.8,5.5,,,,,,
Rowan County,  (-80.5250151947135 35.64030607766038),98,2,2,0.5,70.4,0,27.1,98,100,18,8.3,,,,,,
Zapata County,  (-99.16858655223554 27.000768569150676),92.7,7.3,7.3,92.7,0,0,0,92.7,93.6,32.6,6.2,,,,,,
Douglas County,  (-104.9292099920195 39.32970827560593),95,5,4.6,0.9,0.4,93.5,0.7,95.4,100,3.7,5.4,,,,,,
Wilkinson County,  (-83.17090856355644 32.80234578779781),85.6,14.4,14.4,84.7,0,0.8,0,85.6,100,23.2,9,,,,,,
Fannin County,  (-84.3192961677387 34.86412557641403),78.2,21.8,21.8,6.8,63.3,8.1,0,78.2,100,19.6,8.4,,,,,,
Lee County,  (-80.25465277740331 34.16360573283108),46.5,53.5,11.6,42,41.5,0,5,88.4,100,27.8,9.4,,,,,,
Pontotoc County,  (-96.68450952297569 34.72795888516327),70.9,29.1,29.1,0.9,70,0,0,70.9,70.9,17.3,4.9,,,,,,
Williamsburg city,  (-76.70721344243401 37.269278093898635),69.5,30.5,30.5,0,0,69.5,0,69.5,100,20.1,8.3,,,,,,
Wood County,  (-83.62311365962891 41.36160162455792),93.3,6.7,6.6,0,58.1,35.2,0,93.4,93.6,13.5,7.2,,,,,,
Halifax County,  (-78.93659954976505 36.766892583430334),49.8,50.2,46.3,3.9,0,49.8,0,53.7,100,18,9.2,,,,,,
Franklin County,  (-72.91208329642004 44.857459717967025),76.7,23.3,23.3,0.2,0,76.4,0,76.7,100,9.1,4.3,,,,,,
Fisher County,  (-100.40193024568536 32.74281316187134),0.3,99.7,99.7,0,0,0,0.2,0.3,98.5,15.4,5.3,,,,,,
Lancaster County,  (-76.46151665001636 37.73239182232473),61.6,38.4,38.4,0,61.6,0,0,61.6,100,13.7,7.7,,,,,,
Bannock County,  (-112.22474913392199 42.66866189882985),91.7,8.3,8.3,0,31.5,60.2,0,91.7,100,17.4,6.3,,,,,,
Grant County,  (-101.74070103972718 41.915285868300096),0,100,100,0,0,0,0,0,59.4,11,3.1,,,,,,
Taylor County,  (-94.6959922449379 40.73748072101137),46.7,53.3,52.8,10.1,0,23,14.1,47.2,72,13.1,3.6,,,,,,
Volusia County,  (-81.18197433881409 29.058524311622286),100,0,0,0,0,100,0,100,100,17.7,7.3,,,,,,
Santa Cruz County,  (-110.84668687322053 31.525981160610076),81.1,18.9,18.3,4,0.6,77.1,0,81.7,97,23.6,18,,,,,,
Pemiscot County,  (-89.78539961364926 36.21131564806687),9.4,90.6,90.6,6.5,1.7,1.2,0,9.4,9.4,28.7,8.2,,,,,,
Putnam County,  (-86.84503425005705 39.666335157124934),73.4,26.6,26.6,5.5,31,8.9,27.9,73.4,100,13.5,7.7,,,,,,
Wibaux County,  (-104.24902885330516 46.965565143375535),0,100,100,0,0,0,0,0,100,11.7,3.3,,,,,,
Allamakee County,  (-91.37915588959197 43.284006132282926),28,72,72,0,0.1,27.6,0.4,28,32.7,12.4,6.4,,,,,,
Benton County,  (-93.2882787568314 38.29516340076586),24.3,75.7,60.3,15.7,0,0.1,23.9,39.7,24.3,19.5,6.9,,,,,,
Manistee County,  (-86.05635344931723 44.33345320702051),71.8,28.2,28.2,0,0,71.8,0,71.8,71.8,16.6,10.7,,,,,,
Culberson County,  (-104.51791429660402 31.44657838983619),0,100,100,0,0,0,0,0,0,24.7,3.1,,,,,,
Floyd County,  (-80.36184172206322 36.931628121598195),3.1,96.9,96.8,0.1,0,3.1,0,3.2,100,14.1,6.1,,,,,,
Gogebic County,  (-89.69437271240187 46.40885281179967),75.4,24.6,24.6,0,0,75.3,0,75.4,75.4,20.9,10.5,,,,,,
Manassas city,  (-77.48515473925792 38.74784449994311),98.3,1.7,1.7,0,0,98.3,0,98.3,100,9.8,5.1,,,,,,
Rutherford County,  (-81.92041527486518 35.401861702847796),4.3,95.7,95.7,3.1,1.2,0,0,4.3,100,21.5,11.1,,,,,,
Huntingdon County,  (-77.98140695878372 40.41688616885629),74.4,25.6,25.1,0.8,16.1,58,0,74.9,74.4,15.1,9.4,,,,,,
Pasquotank County,  (-76.28360001003621 36.29472462181614),100,0,0,0,99.6,0.4,0,100,100,18.8,10.1,,,,,,
Belknap County,  (-71.42265980395736 43.518322306358385),95.4,4.6,4.6,0,95.4,0,0,95.4,95.4,10,5.2,,,,,,
Pope County,  (-88.56128333389917 37.41325351430551),2.5,97.5,97.5,0,0,2.5,0,2.5,100,19.7,10.4,,,,,,
